,COUNTRY,Country,Data type,Year,Value
0,AUS,Australia,Death within 30 days,2000,1817.0
1,AUS,Australia,Death within 30 days,2001,1737.0
2,AUS,Australia,Death within 30 days,2002,1715.0
3,AUS,Australia,Death within 30 days,2003,1621.0
4,AUS,Australia,Death within 30 days,2004,1583.0
5,AUS,Australia,Death within 30 days,2005,1627.0
6,AUS,Australia,Death within 30 days,2006,1602.0
7,AUS,Australia,Death within 30 days,2007,1603.0
8,AUS,Australia,Death within 30 days,2008,1437.0
9,AUS,Australia,Death within 30 days,2009,1490.0
10,AUS,Australia,Death within 30 days,2010,1350.0
11,AUS,Australia,Death within 30 days,2011,1277.0
12,AUS,Australia,Death within 30 days,2012,1299.0
13,AUS,Australia,Death within 30 days,2013,1185.0
14,AUS,Australia,Death within 30 days,2014,1151.0
15,AUS,Australia,Death within 30 days,2015,1205.0
16,AUS,Australia,Death within 30 days,2016,1294.0
17,AUS,Australia,Death within 30 days,2017,1225.0
18,AUS,Australia,Death within 30 days,2018,1136.0
19,AUS,Australia,Death within 30 days,2000,9.5486830962874
20,AUS,Australia,Death within 30 days,2001,9.0118129458921
21,AUS,Australia,Death within 30 days,2002,8.7970327070085
22,AUS,Australia,Death within 30 days,2003,8.2197739364406
23,AUS,Australia,Death within 30 days,2004,7.9417151355445
24,AUS,Australia,Death within 30 days,2005,8.0636991592937
25,AUS,Australia,Death within 30 days,2006,7.8333708050759006
26,AUS,Australia,Death within 30 days,2007,7.6965099520243
27,AUS,Australia,Death within 30 days,2008,6.762607851712401
28,AUS,Australia,Death within 30 days,2009,6.869001638556499
29,AUS,Australia,Death within 30 days,2010,6.1275205101728
30,AUS,Australia,Death within 30 days,2011,5.7161979772269
31,AUS,Australia,Death within 30 days,2012,5.7140431518029
32,AUS,Australia,Death within 30 days,2013,5.123631055499599
33,AUS,Australia,Death within 30 days,2014,4.9029451152140995
34,AUS,Australia,Death within 30 days,2015,5.0596248445635
35,AUS,Australia,Death within 30 days,2016,5.3491173356997
36,AUS,Australia,Death within 30 days,2017,4.979298313217
37,AUS,Australia,Death within 30 days,2018,4.5471488096077
38,AUT,Austria,Death within 30 days,2000,976.0
39,AUT,Austria,Death within 30 days,2001,958.0
40,AUT,Austria,Death within 30 days,2002,956.0
41,AUT,Austria,Death within 30 days,2003,931.0
42,AUT,Austria,Death within 30 days,2004,878.0
43,AUT,Austria,Death within 30 days,2005,768.0
44,AUT,Austria,Death within 30 days,2006,730.0
45,AUT,Austria,Death within 30 days,2007,691.0
46,AUT,Austria,Death within 30 days,2008,679.0
47,AUT,Austria,Death within 30 days,2009,633.0
48,AUT,Austria,Death within 30 days,2010,552.0
49,AUT,Austria,Death within 30 days,2011,523.0
50,AUT,Austria,Death within 30 days,2012,531.0
51,AUT,Austria,Death within 30 days,2013,455.0
52,AUT,Austria,Death within 30 days,2014,430.0
53,AUT,Austria,Death within 30 days,2015,479.0
54,AUT,Austria,Death within 30 days,2016,432.0
55,AUT,Austria,Death within 30 days,2017,414.0
56,AUT,Austria,Death within 30 days,2018,409.0
57,AUT,Austria,Death within 30 days,2000,12.196667260671001
58,AUT,Austria,Death within 30 days,2001,11.943728333290998
59,AUT,Austria,Death within 30 days,2002,11.855688001945
60,AUT,Austria,Death within 30 days,2003,11.493439789005
61,AUT,Austria,Death within 30 days,2004,10.78283240445
62,AUT,Austria,Death within 30 days,2005,9.3643016968285
63,AUT,Austria,Death within 30 days,2006,8.8438774563264
64,AUT,Austria,Death within 30 days,2007,8.342404138412
65,AUT,Austria,Death within 30 days,2008,8.1728562712348
66,AUT,Austria,Death within 30 days,2009,7.5944783703137
67,AUT,Austria,Death within 30 days,2010,6.6094779194944
68,AUT,Austria,Death within 30 days,2011,6.2446538360323
69,AUT,Austria,Death within 30 days,2012,6.315323007364
70,AUT,Austria,Death within 30 days,2013,5.383430392836599
71,AUT,Austria,Death within 30 days,2014,5.0541938878105
72,AUT,Austria,Death within 30 days,2015,5.5795472203255
73,AUT,Austria,Death within 30 days,2016,4.9652484331021
74,AUT,Austria,Death within 30 days,2017,4.7190968970798
75,AUT,Austria,Death within 30 days,2018,4.6359966208232
76,BEL,Belgium,Death within 30 days,2000,1470.0
77,BEL,Belgium,Death within 30 days,2001,1486.0
78,BEL,Belgium,Death within 30 days,2002,1353.0
79,BEL,Belgium,Death within 30 days,2003,1213.0
80,BEL,Belgium,Death within 30 days,2004,1162.0
81,BEL,Belgium,Death within 30 days,2005,1131.0
82,BEL,Belgium,Death within 30 days,2006,1106.0
83,BEL,Belgium,Death within 30 days,2007,1094.0
84,BEL,Belgium,Death within 30 days,2008,980.0
85,BEL,Belgium,Death within 30 days,2009,956.0
86,BEL,Belgium,Death within 30 days,2010,850.0
87,BEL,Belgium,Death within 30 days,2011,884.0
88,BEL,Belgium,Death within 30 days,2012,827.0
89,BEL,Belgium,Death within 30 days,2013,764.0
90,BEL,Belgium,Death within 30 days,2014,745.0
91,BEL,Belgium,Death within 30 days,2015,762.0
92,BEL,Belgium,Death within 30 days,2016,670.0
93,BEL,Belgium,Death within 30 days,2017,609.0
94,BEL,Belgium,Death within 30 days,2018,604.0
95,BEL,Belgium,Death within 30 days,2000,14.356751604268998
96,BEL,Belgium,Death within 30 days,2001,14.478613061891
97,BEL,Belgium,Death within 30 days,2002,13.123531423001001
98,BEL,Belgium,Death within 30 days,2003,11.713193053121
99,BEL,Belgium,Death within 30 days,2004,11.176923289274
100,BEL,Belgium,Death within 30 days,2005,10.827264257621
101,BEL,Belgium,Death within 30 days,2006,10.521927563854
102,BEL,Belgium,Death within 30 days,2007,10.33583528571
103,BEL,Belgium,Death within 30 days,2008,9.187328311802199
104,BEL,Belgium,Death within 30 days,2009,8.8904760310534
105,BEL,Belgium,Death within 30 days,2010,7.841397134015501
106,BEL,Belgium,Death within 30 days,2011,8.0358975543055
107,BEL,Belgium,Death within 30 days,2012,7.453908795522199
108,BEL,Belgium,Death within 30 days,2013,6.844871032416201
109,BEL,Belgium,Death within 30 days,2014,6.6631845192311
110,BEL,Belgium,Death within 30 days,2015,6.781004005063901
111,BEL,Belgium,Death within 30 days,2016,5.9233760909732
112,BEL,Belgium,Death within 30 days,2017,5.3648224626965995
113,BEL,Belgium,Death within 30 days,2018,5.298901469295901
114,CAN,Canada,Death within 30 days,2000,2904.0
115,CAN,Canada,Death within 30 days,2001,2758.0
116,CAN,Canada,Death within 30 days,2002,2921.0
117,CAN,Canada,Death within 30 days,2003,2777.0
118,CAN,Canada,Death within 30 days,2004,2735.0
119,CAN,Canada,Death within 30 days,2005,2898.0
120,CAN,Canada,Death within 30 days,2006,2871.0
121,CAN,Canada,Death within 30 days,2007,2753.0
122,CAN,Canada,Death within 30 days,2008,2431.0
123,CAN,Canada,Death within 30 days,2009,2216.0
124,CAN,Canada,Death within 30 days,2010,2238.0
125,CAN,Canada,Death within 30 days,2011,2023.0
126,CAN,Canada,Death within 30 days,2012,2075.0
127,CAN,Canada,Death within 30 days,2013,1951.0
128,CAN,Canada,Death within 30 days,2014,1841.0
129,CAN,Canada,Death within 30 days,2015,1889.0
130,CAN,Canada,Death within 30 days,2016,1899.0
131,CAN,Canada,Death within 30 days,2017,1856.0
132,CAN,Canada,Death within 30 days,2018,1922.0
133,CAN,Canada,Death within 30 days,2000,9.4636823044457
134,CAN,Canada,Death within 30 days,2001,8.890867216090902
135,CAN,Canada,Death within 30 days,2002,9.3148831678945
136,CAN,Canada,Death within 30 days,2003,8.7764125931565
137,CAN,Canada,Death within 30 days,2004,8.563465644252501
138,CAN,Canada,Death within 30 days,2005,8.9881746884317
139,CAN,Canada,Death within 30 days,2006,8.8147236280187
140,CAN,Canada,Death within 30 days,2007,8.3708526727497
141,CAN,Canada,Death within 30 days,2008,7.3122077805199
142,CAN,Canada,Death within 30 days,2009,6.5896347483810995
143,CAN,Canada,Death within 30 days,2010,6.5813320604327
144,CAN,Canada,Death within 30 days,2011,5.8906122334884
145,CAN,Canada,Death within 30 days,2012,5.9708573817408
146,CAN,Canada,Death within 30 days,2013,5.5498222563461
147,CAN,Canada,Death within 30 days,2014,5.1800177144788
148,CAN,Canada,Death within 30 days,2015,5.2908855491547
149,CAN,Canada,Death within 30 days,2016,5.2590057565757995
150,CAN,Canada,Death within 30 days,2017,5.0789034745912005
151,CAN,Canada,Death within 30 days,2018,5.1864973508251
152,CZE,Czech Republic,Death within 30 days,2000,1486.0
153,CZE,Czech Republic,Death within 30 days,2001,1334.0
154,CZE,Czech Republic,Death within 30 days,2002,1431.0
155,CZE,Czech Republic,Death within 30 days,2003,1447.0
156,CZE,Czech Republic,Death within 30 days,2004,1382.0
157,CZE,Czech Republic,Death within 30 days,2005,1286.0
158,CZE,Czech Republic,Death within 30 days,2006,1063.0
159,CZE,Czech Republic,Death within 30 days,2007,1222.0
160,CZE,Czech Republic,Death within 30 days,2008,1076.0
161,CZE,Czech Republic,Death within 30 days,2009,901.0
162,CZE,Czech Republic,Death within 30 days,2010,802.0
163,CZE,Czech Republic,Death within 30 days,2011,773.0
164,CZE,Czech Republic,Death within 30 days,2012,742.0
165,CZE,Czech Republic,Death within 30 days,2013,654.0
166,CZE,Czech Republic,Death within 30 days,2014,688.0
167,CZE,Czech Republic,Death within 30 days,2015,735.0
168,CZE,Czech Republic,Death within 30 days,2016,611.0
169,CZE,Czech Republic,Death within 30 days,2017,577.0
170,CZE,Czech Republic,Death within 30 days,2018,658.0
171,CZE,Czech Republic,Death within 30 days,2000,14.457927916235
172,CZE,Czech Republic,Death within 30 days,2001,13.037494916696
173,CZE,Czech Republic,Death within 30 days,2002,14.027786191835
174,CZE,Czech Republic,Death within 30 days,2003,14.196505736634
175,CZE,Czech Republic,Death within 30 days,2004,13.555203172585001
176,CZE,Czech Republic,Death within 30 days,2005,12.609258588342
177,CZE,Czech Republic,Death within 30 days,2006,10.397535031037
178,CZE,Czech Republic,Death within 30 days,2007,11.898940410067
179,CZE,Czech Republic,Death within 30 days,2008,10.402746789215
180,CZE,Czech Republic,Death within 30 days,2009,8.6420367659676
181,CZE,Czech Republic,Death within 30 days,2010,7.665773792000201
182,CZE,Czech Republic,Death within 30 days,2011,7.371219877767401
183,CZE,Czech Republic,Death within 30 days,2012,7.0630039945952
184,CZE,Czech Republic,Death within 30 days,2013,6.2190207895017995
185,CZE,Czech Republic,Death within 30 days,2014,6.5446402012705
186,CZE,Czech Republic,Death within 30 days,2015,6.9745760098308
187,CZE,Czech Republic,Death within 30 days,2016,5.7893603306397
188,CZE,Czech Republic,Death within 30 days,2017,5.454294524342001
189,CZE,Czech Republic,Death within 30 days,2018,6.2016643646051
190,DNK,Denmark,Death within 30 days,2000,498.0
191,DNK,Denmark,Death within 30 days,2001,431.0
192,DNK,Denmark,Death within 30 days,2002,463.0
193,DNK,Denmark,Death within 30 days,2003,432.0
194,DNK,Denmark,Death within 30 days,2004,369.0
195,DNK,Denmark,Death within 30 days,2005,331.0
196,DNK,Denmark,Death within 30 days,2006,306.0
197,DNK,Denmark,Death within 30 days,2007,406.0
198,DNK,Denmark,Death within 30 days,2008,406.0
199,DNK,Denmark,Death within 30 days,2009,303.0
200,DNK,Denmark,Death within 30 days,2010,255.0
201,DNK,Denmark,Death within 30 days,2011,220.0
202,DNK,Denmark,Death within 30 days,2012,167.0
203,DNK,Denmark,Death within 30 days,2013,191.0
204,DNK,Denmark,Death within 30 days,2014,182.0
205,DNK,Denmark,Death within 30 days,2015,178.0
206,DNK,Denmark,Death within 30 days,2016,211.0
207,DNK,Denmark,Death within 30 days,2017,175.0
208,DNK,Denmark,Death within 30 days,2018,171.0
209,DNK,Denmark,Death within 30 days,2000,9.343304527938
210,DNK,Denmark,Death within 30 days,2001,8.0572615181451
211,DNK,Denmark,Death within 30 days,2002,8.6246175270856
212,DNK,Denmark,Death within 30 days,2003,8.024508930702599
213,DNK,Denmark,Death within 30 days,2004,6.8363210588331
214,DNK,Denmark,Death within 30 days,2005,6.1167109096436
215,DNK,Denmark,Death within 30 days,2006,5.637997449635299
216,DNK,Denmark,Death within 30 days,2007,7.4535292644652
217,DNK,Denmark,Death within 30 days,2008,7.414453911772701
218,DNK,Denmark,Death within 30 days,2009,5.4976448125910995
219,DNK,Denmark,Death within 30 days,2010,4.607264155954599
220,DNK,Denmark,Death within 30 days,2011,3.9563876598111003
221,DNK,Denmark,Death within 30 days,2012,2.9925548103437
222,DNK,Denmark,Death within 30 days,2013,3.4091144370106
223,DNK,Denmark,Death within 30 days,2014,3.2342704720880002
224,DNK,Denmark,Death within 30 days,2015,3.1450346881424
225,DNK,Denmark,Death within 30 days,2016,3.6970513474875997
226,DNK,Denmark,Death within 30 days,2017,3.04412996939
227,DNK,Denmark,Death within 30 days,2018,2.9578685357167
228,FIN,Finland,Death within 30 days,2000,396.0
229,FIN,Finland,Death within 30 days,2001,433.0
230,FIN,Finland,Death within 30 days,2002,415.0
231,FIN,Finland,Death within 30 days,2003,379.0
232,FIN,Finland,Death within 30 days,2004,375.0
233,FIN,Finland,Death within 30 days,2005,379.0
234,FIN,Finland,Death within 30 days,2006,336.0
235,FIN,Finland,Death within 30 days,2007,380.0
236,FIN,Finland,Death within 30 days,2008,344.0
237,FIN,Finland,Death within 30 days,2009,279.0
238,FIN,Finland,Death within 30 days,2010,272.0
239,FIN,Finland,Death within 30 days,2011,292.0
240,FIN,Finland,Death within 30 days,2012,255.0
241,FIN,Finland,Death within 30 days,2013,258.0
242,FIN,Finland,Death within 30 days,2014,229.0
243,FIN,Finland,Death within 30 days,2015,270.0
244,FIN,Finland,Death within 30 days,2016,258.0
245,FIN,Finland,Death within 30 days,2017,238.0
246,FIN,Finland,Death within 30 days,2018,239.0
247,FIN,Finland,Death within 30 days,2000,7.6576459854791
248,FIN,Finland,Death within 30 days,2001,8.3572744476816
249,FIN,Finland,Death within 30 days,2002,7.9886026701952995
250,FIN,Finland,Death within 30 days,2003,7.279648963418301
251,FIN,Finland,Death within 30 days,2004,7.1842768939095
252,FIN,Finland,Death within 30 days,2005,7.2375053254863
253,FIN,Finland,Death within 30 days,2006,6.3932049364675
254,FIN,Finland,Death within 30 days,2007,7.2011226171153995
255,FIN,Finland,Death within 30 days,2008,6.489973368469699
256,FIN,Finland,Death within 30 days,2009,5.238144052340901
257,FIN,Finland,Death within 30 days,2010,5.0827564311351
258,FIN,Finland,Death within 30 days,2011,5.4322791983147
259,FIN,Finland,Death within 30 days,2012,4.7211145088736
260,FIN,Finland,Death within 30 days,2013,4.754293329579
261,FIN,Finland,Death within 30 days,2014,4.2008559473297
262,FIN,Finland,Death within 30 days,2015,4.9344332611505
263,FIN,Finland,Death within 30 days,2016,4.7017590410453
264,FIN,Finland,Death within 30 days,2017,4.324574192976299
265,FIN,Finland,Death within 30 days,2018,4.3351054664047
266,FRA,France,Death within 30 days,2000,8079.0
267,FRA,France,Death within 30 days,2001,8160.0
268,FRA,France,Death within 30 days,2002,7655.0
269,FRA,France,Death within 30 days,2003,6058.0
270,FRA,France,Death within 30 days,2004,5593.0
271,FRA,France,Death within 30 days,2005,5318.0
272,FRA,France,Death within 30 days,2006,4709.0
273,FRA,France,Death within 30 days,2007,4620.0
274,FRA,France,Death within 30 days,2008,4275.0
275,FRA,France,Death within 30 days,2009,4272.0
276,FRA,France,Death within 30 days,2010,3992.0
277,FRA,France,Death within 30 days,2011,3963.0
278,FRA,France,Death within 30 days,2012,3653.0
279,FRA,France,Death within 30 days,2013,3268.0
280,FRA,France,Death within 30 days,2014,3384.0
281,FRA,France,Death within 30 days,2015,3461.0
282,FRA,France,Death within 30 days,2016,3477.0
283,FRA,France,Death within 30 days,2017,3448.0
284,FRA,France,Death within 30 days,2018,3248.0
285,FRA,France,Death within 30 days,2000,13.726210238376998
286,FRA,France,Death within 30 days,2001,13.768300957241001
287,FRA,France,Death within 30 days,2002,12.825474908236
288,FRA,France,Death within 30 days,2003,10.079558128677
289,FRA,France,Death within 30 days,2004,9.2437998241513
290,FRA,France,Death within 30 days,2005,8.723286207247702
291,FRA,France,Death within 30 days,2006,7.669414458202901
292,FRA,France,Death within 30 days,2007,7.4763042420842005
293,FRA,France,Death within 30 days,2008,6.880195090466599
294,FRA,France,Death within 30 days,2009,6.838952232175901
295,FRA,France,Death within 30 days,2010,6.360208800301599
296,FRA,France,Death within 30 days,2011,6.2834602582792
297,FRA,France,Death within 30 days,2012,5.7640142507639
298,FRA,France,Death within 30 days,2013,5.1304702284763
299,FRA,France,Death within 30 days,2014,5.2851911972579
300,FRA,France,Death within 30 days,2015,5.3825129231243
301,FRA,France,Death within 30 days,2016,5.3933071989312005
302,FRA,France,Death within 30 days,2017,5.335940144369999
303,FRA,France,Death within 30 days,2018,5.018149695731401
304,DEU,Germany,Death within 30 days,2000,7503.0
305,DEU,Germany,Death within 30 days,2001,6977.0
306,DEU,Germany,Death within 30 days,2002,6842.0
307,DEU,Germany,Death within 30 days,2003,6613.0
308,DEU,Germany,Death within 30 days,2004,5842.0
309,DEU,Germany,Death within 30 days,2005,5361.0
310,DEU,Germany,Death within 30 days,2006,5091.0
311,DEU,Germany,Death within 30 days,2007,4949.0
312,DEU,Germany,Death within 30 days,2008,4477.0
313,DEU,Germany,Death within 30 days,2009,4152.0
314,DEU,Germany,Death within 30 days,2010,3648.0
315,DEU,Germany,Death within 30 days,2011,4009.0
316,DEU,Germany,Death within 30 days,2012,3600.0
317,DEU,Germany,Death within 30 days,2013,3339.0
318,DEU,Germany,Death within 30 days,2014,3377.0
319,DEU,Germany,Death within 30 days,2015,3459.0
320,DEU,Germany,Death within 30 days,2016,3206.0
321,DEU,Germany,Death within 30 days,2017,3180.0
322,DEU,Germany,Death within 30 days,2018,3275.0
323,DEU,Germany,Death within 30 days,2000,9.1317948760079
324,DEU,Germany,Death within 30 days,2001,8.481690999001499
325,DEU,Germany,Death within 30 days,2002,8.299338130816599
326,DEU,Germany,Death within 30 days,2003,8.012195305166099
327,DEU,Germany,Death within 30 days,2004,7.078494751427
328,DEU,Germany,Death within 30 days,2005,6.498114946671599
329,DEU,Germany,Death within 30 days,2006,6.175550484943299
330,DEU,Germany,Death within 30 days,2007,6.012276804398001
331,DEU,Germany,Death within 30 days,2008,5.4452904179418
332,DEU,Germany,Death within 30 days,2009,5.0632691577788
333,DEU,Germany,Death within 30 days,2010,4.4595346556269
334,DEU,Germany,Death within 30 days,2011,4.9038794371271
335,DEU,Germany,Death within 30 days,2012,4.481630915286
336,DEU,Germany,Death within 30 days,2013,4.1466029163621005
337,DEU,Germany,Death within 30 days,2014,4.181139130246001
338,DEU,Germany,Death within 30 days,2015,4.259981432688
339,DEU,Germany,Death within 30 days,2016,3.9013974012069
340,DEU,Germany,Death within 30 days,2017,3.8535340536622997
341,DEU,Germany,Death within 30 days,2018,3.9556794322703
342,GRC,Greece,Death within 30 days,2000,2037.0
343,GRC,Greece,Death within 30 days,2001,1880.0
344,GRC,Greece,Death within 30 days,2002,1634.0
345,GRC,Greece,Death within 30 days,2003,1605.0
346,GRC,Greece,Death within 30 days,2004,1670.0
347,GRC,Greece,Death within 30 days,2005,1658.0
348,GRC,Greece,Death within 30 days,2006,1657.0
349,GRC,Greece,Death within 30 days,2007,1612.0
350,GRC,Greece,Death within 30 days,2008,1553.0
351,GRC,Greece,Death within 30 days,2009,1456.0
352,GRC,Greece,Death within 30 days,2010,1258.0
353,GRC,Greece,Death within 30 days,2011,1141.0
354,GRC,Greece,Death within 30 days,2012,988.0
355,GRC,Greece,Death within 30 days,2013,879.0
356,GRC,Greece,Death within 30 days,2014,795.0
357,GRC,Greece,Death within 30 days,2015,793.0
358,GRC,Greece,Death within 30 days,2016,824.0
359,GRC,Greece,Death within 30 days,2017,731.0
360,GRC,Greece,Death within 30 days,2018,700.0
361,GRC,Greece,Death within 30 days,2000,18.681634229375998
362,GRC,Greece,Death within 30 days,2001,17.192524726829
363,GRC,Greece,Death within 30 days,2002,14.897148590943
364,GRC,Greece,Death within 30 days,2003,14.592364347608
365,GRC,Greece,Death within 30 days,2004,15.129901986321
366,GRC,Greece,Death within 30 days,2005,14.972394534697
367,GRC,Greece,Death within 30 days,2006,14.911655416031001
368,GRC,Greece,Death within 30 days,2007,14.465468629137002
369,GRC,Greece,Death within 30 days,2008,13.888113849266
370,GRC,Greece,Death within 30 days,2009,13.010857095573002
371,GRC,Greece,Death within 30 days,2010,11.248698530945001
372,GRC,Greece,Death within 30 days,2011,10.25766241089
373,GRC,Greece,Death within 30 days,2012,8.8824685782674
374,GRC,Greece,Death within 30 days,2013,7.9882838503528
375,GRC,Greece,Death within 30 days,2014,7.275684470312299
376,GRC,Greece,Death within 30 days,2015,7.303358679272799
377,GRC,Greece,Death within 30 days,2016,7.641128112415099
378,GRC,Greece,Death within 30 days,2017,6.7885113129009005
379,GRC,Greece,Death within 30 days,2018,6.516983958444
380,HUN,Hungary,Death within 30 days,2000,1200.0
381,HUN,Hungary,Death within 30 days,2001,1239.0
382,HUN,Hungary,Death within 30 days,2002,1429.0
383,HUN,Hungary,Death within 30 days,2003,1326.0
384,HUN,Hungary,Death within 30 days,2004,1296.0
385,HUN,Hungary,Death within 30 days,2005,1278.0
386,HUN,Hungary,Death within 30 days,2006,1303.0
387,HUN,Hungary,Death within 30 days,2007,1232.0
388,HUN,Hungary,Death within 30 days,2008,996.0
389,HUN,Hungary,Death within 30 days,2009,822.0
390,HUN,Hungary,Death within 30 days,2010,740.0
391,HUN,Hungary,Death within 30 days,2011,638.0
392,HUN,Hungary,Death within 30 days,2012,605.0
393,HUN,Hungary,Death within 30 days,2013,591.0
394,HUN,Hungary,Death within 30 days,2014,626.0
395,HUN,Hungary,Death within 30 days,2015,644.0
396,HUN,Hungary,Death within 30 days,2016,607.0
397,HUN,Hungary,Death within 30 days,2017,625.0
398,HUN,Hungary,Death within 30 days,2018,629.0
399,HUN,Hungary,Death within 30 days,2000,11.739794498811
400,HUN,Hungary,Death within 30 days,2001,12.146703949238
401,HUN,Hungary,Death within 30 days,2002,14.044428946541
402,HUN,Hungary,Death within 30 days,2003,13.073877662816999
403,HUN,Hungary,Death within 30 days,2004,12.810448264865999
404,HUN,Hungary,Death within 30 days,2005,12.656536749660999
405,HUN,Hungary,Death within 30 days,2006,12.930973313269998
406,HUN,Hungary,Death within 30 days,2007,12.239029031731999
407,HUN,Hungary,Death within 30 days,2008,9.9149849767073
408,HUN,Hungary,Death within 30 days,2009,8.1946171733057
409,HUN,Hungary,Death within 30 days,2010,7.3894154013791
410,HUN,Hungary,Death within 30 days,2011,6.3891223889469
411,HUN,Hungary,Death within 30 days,2012,6.0914676661372
412,HUN,Hungary,Death within 30 days,2013,5.9643964888577
413,HUN,Hungary,Death within 30 days,2014,6.3377226618638005
414,HUN,Hungary,Death within 30 days,2015,6.534375329445701
415,HUN,Hungary,Death within 30 days,2016,6.1746699170997
416,HUN,Hungary,Death within 30 days,2017,6.3791386448117
417,HUN,Hungary,Death within 30 days,2018,6.432564278855901
418,ISL,Iceland,Death within 30 days,2000,32.0
419,ISL,Iceland,Death within 30 days,2001,24.0
420,ISL,Iceland,Death within 30 days,2002,29.0
421,ISL,Iceland,Death within 30 days,2003,23.0
422,ISL,Iceland,Death within 30 days,2004,23.0
423,ISL,Iceland,Death within 30 days,2005,19.0
424,ISL,Iceland,Death within 30 days,2006,31.0
425,ISL,Iceland,Death within 30 days,2007,15.0
426,ISL,Iceland,Death within 30 days,2008,12.0
427,ISL,Iceland,Death within 30 days,2009,17.0
428,ISL,Iceland,Death within 30 days,2010,8.0
429,ISL,Iceland,Death within 30 days,2011,12.0
430,ISL,Iceland,Death within 30 days,2012,9.0
431,ISL,Iceland,Death within 30 days,2013,15.0
432,ISL,Iceland,Death within 30 days,2014,4.0
433,ISL,Iceland,Death within 30 days,2015,16.0
434,ISL,Iceland,Death within 30 days,2016,18.0
435,ISL,Iceland,Death within 30 days,2017,16.0
436,ISL,Iceland,Death within 30 days,2018,18.0
437,ISL,Iceland,Death within 30 days,2000,11.467520041282999
438,ISL,Iceland,Death within 30 days,2001,8.4697611880252
439,ISL,Iceland,Death within 30 days,2002,10.119514961179
440,ISL,Iceland,Death within 30 days,2003,7.973071816577701
441,ISL,Iceland,Death within 30 days,2004,7.9154764772687995
442,ISL,Iceland,Death within 30 days,2005,6.471896640404401
443,ISL,Iceland,Death within 30 days,2006,10.337089142388
444,ISL,Iceland,Death within 30 days,2007,4.875321771236901
445,ISL,Iceland,Death within 30 days,2008,3.8039808659762
446,ISL,Iceland,Death within 30 days,2009,5.3230129505774
447,ISL,Iceland,Death within 30 days,2010,2.5186537795548
448,ISL,Iceland,Death within 30 days,2011,3.7682288068532004
449,ISL,Iceland,Death within 30 days,2012,2.8162403191739
450,ISL,Iceland,Death within 30 days,2013,4.6604547982489
451,ISL,Iceland,Death within 30 days,2014,1.2282334011932
452,ISL,Iceland,Death within 30 days,2015,4.8617441507141
453,ISL,Iceland,Death within 30 days,2016,5.413061717925401
454,ISL,Iceland,Death within 30 days,2017,4.7288450682579
455,ISL,Iceland,Death within 30 days,2018,5.1657339647008
456,IRL,Ireland,Death within 30 days,2000,415.0
457,IRL,Ireland,Death within 30 days,2001,411.0
458,IRL,Ireland,Death within 30 days,2002,376.0
459,IRL,Ireland,Death within 30 days,2003,335.0
460,IRL,Ireland,Death within 30 days,2004,374.0
461,IRL,Ireland,Death within 30 days,2005,396.0
462,IRL,Ireland,Death within 30 days,2006,365.0
463,IRL,Ireland,Death within 30 days,2007,338.0
464,IRL,Ireland,Death within 30 days,2008,279.0
465,IRL,Ireland,Death within 30 days,2009,238.0
466,IRL,Ireland,Death within 30 days,2010,212.0
467,IRL,Ireland,Death within 30 days,2011,186.0
468,IRL,Ireland,Death within 30 days,2012,163.0
469,IRL,Ireland,Death within 30 days,2013,188.0
470,IRL,Ireland,Death within 30 days,2014,192.0
471,IRL,Ireland,Death within 30 days,2015,162.0
472,IRL,Ireland,Death within 30 days,2016,182.0
473,IRL,Ireland,Death within 30 days,2017,156.0
474,IRL,Ireland,Death within 30 days,2018,140.0
475,IRL,Ireland,Death within 30 days,2000,10.985912883034
476,IRL,Ireland,Death within 30 days,2001,10.723278620261
477,IRL,Ireland,Death within 30 days,2002,9.641762370560599
478,IRL,Ireland,Death within 30 days,2003,8.4506523525229
479,IRL,Ireland,Death within 30 days,2004,9.283043726362699
480,IRL,Ireland,Death within 30 days,2005,9.6311184355172
481,IRL,Ireland,Death within 30 days,2006,8.6736328215969
482,IRL,Ireland,Death within 30 days,2007,7.7878066909702
483,IRL,Ireland,Death within 30 days,2008,6.258741768576901
484,IRL,Ireland,Death within 30 days,2009,5.263947137585
485,IRL,Ireland,Death within 30 days,2010,4.659926478669401
486,IRL,Ireland,Death within 30 days,2011,4.0692374183445
487,IRL,Ireland,Death within 30 days,2012,3.5568496960421
488,IRL,Ireland,Death within 30 days,2013,4.0948908177954
489,IRL,Ireland,Death within 30 days,2014,4.139847498367799
490,IRL,Ireland,Death within 30 days,2015,3.4632945294698
491,IRL,Ireland,Death within 30 days,2016,3.8508037812354
492,IRL,Ireland,Death within 30 days,2017,3.260608525697
493,IRL,Ireland,Death within 30 days,2018,2.898315499032
494,ISR,Israel,Death within 30 days,2000,506.0
495,ISR,Israel,Death within 30 days,2001,554.0
496,ISR,Israel,Death within 30 days,2002,537.0
497,ISR,Israel,Death within 30 days,2003,480.0
498,ISR,Israel,Death within 30 days,2004,505.0
499,ISR,Israel,Death within 30 days,2005,465.0
500,ISR,Israel,Death within 30 days,2006,439.0
501,ISR,Israel,Death within 30 days,2007,415.0
502,ISR,Israel,Death within 30 days,2008,433.0
503,ISR,Israel,Death within 30 days,2009,346.0
504,ISR,Israel,Death within 30 days,2010,375.0
505,ISR,Israel,Death within 30 days,2011,382.0
506,ISR,Israel,Death within 30 days,2012,290.0
